id,found,center_x,center_y,radius,rms,center_error_px,method,block,time_ms
619,1,1650.09,1855.6,138.625,0.32195,4.68849,algebraic,SQUARE,36.7878
620,1,2964.09,1561.6,138.625,0.32195,4.68851,algebraic,CIRCLE,22.9293
621,1,1017.33,717.721,138.425,0.530639,4.76756,algebraic,CIRCLE,36.6762
622,1,1933.09,668.6,138.625,0.32195,4.68855,algebraic,NONE,30.9031
623,1,2646.09,513.6,138.625,0.32195,4.68857,algebraic,SQUARE,37.2543
624,1,3049.39,826.502,139.408,0.551208,5.20523,ransac,VERTICAL_WIRE,22.0913
625,1,542.682,913.53,136.734,0.750657,2.55032,ransac,VERTICAL_WIRE,33.7363
626,0,-1,-1,-1,-1,-1,none,CIRCLE,32.5585
627,1,426.083,1901.89,126.655,0.637722,10.3932,ransac,ELLIPSE,38.2861
628,1,2959.32,913.761,135.53,1.3873,6.67633,algebraic,VERTICAL_WIRE,30.0611
629,1,3049.23,296.402,137.091,1.34735,6.64054,algebraic,ELLIPSE,27.9054
630,1,2092.85,591.526,138.489,0.645606,4.67081,algebraic,ELLIPSE,22.1326
631,0,-1,-1,-1,-1,-1,none,CIRCLE,23.2775
632,1,2042.02,582.887,137.805,0.743726,5.27387,algebraic,CIRCLE,35.0348
633,1,1750.09,551.6,138.625,0.32195,4.68855,algebraic,CIRCLE,25.4293
634,1,2509.98,1743.58,138.497,0.368682,4.68891,algebraic,CIRCLE,36.1657
635,1,193.091,1907.6,138.625,0.32195,4.6885,algebraic,NONE,21.7663
636,1,1635.09,1167.6,138.625,0.32195,4.68849,algebraic,NONE,23.9884
637,1,765.091,834.6,138.625,0.32195,4.68856,algebraic,CIRCLE,34.0694
638,1,2099.66,182.78,135.803,0.855409,4.34377,algebraic,VERTICAL_WIRE,34.0198
639,1,2548.09,460.6,138.625,0.32195,4.68857,algebraic,NONE,29.9531
640,1,963.091,1469.6,138.625,0.32195,4.6885,algebraic,NONE,37.4065
641,1,834.31,1028.53,133.99,1.16214,7.01097,algebraic,VERTICAL_WIRE,38.7445
642,1,231.527,932.5,138.288,0.529882,4.52433,algebraic,CIRCLE,24.4845
643,1,2765.08,710.979,136.708,0.27362,7.03997,algebraic,VERTICAL_WIRE,51.4242
644,1,1042.06,414.929,137.277,0.934116,5.92956,ransac,SQUARE,41.3147
645,1,306.091,1684.6,138.625,0.32195,4.6885,algebraic,CIRCLE,27.5086
646,0,-1,-1,-1,-1,-1,none,CIRCLE,26.01
647,1,1675.64,365.448,136.183,1.41945,1.49234,algebraic,VERTICAL_WIRE,35.5577
648,1,1620.09,1792.6,138.625,0.32195,4.68849,algebraic,CIRCLE,34.6479
649,1,843.091,555.6,138.625,0.32195,4.68856,algebraic,NONE,32.586
650,1,1687.09,1106.6,138.625,0.32195,4.68849,algebraic,SQUARE,32.4651
651,1,3198.09,1504.6,138.625,0.32195,4.68851,algebraic,NONE,34.0684
652,0,-1,-1,-1,-1,-1,none,CIRCLE,36.426
653,1,367.091,1798.6,138.625,0.32195,4.6885,algebraic,ELLIPSE,28.6579
654,1,972.091,737.6,138.625,0.32195,4.68856,algebraic,ELLIPSE,37.1945
655,1,2267.09,1626.6,138.625,0.32195,4.68851,algebraic,SQUARE,27.2247
656,1,1082.09,1159.6,138.625,0.32195,4.68849,algebraic,NONE,26.8877
657,1,2053.43,987.777,135.921,0.444388,7.24866,algebraic,ELLIPSE,32.6591
658,1,974.341,1787.36,137.295,0.687583,5.37388,algebraic,ELLIPSE,21.2794
659,1,2765.91,1016.98,137.635,0.497777,3.98417,algebraic,ELLIPSE,28.0556
660,1,3224.51,1049.49,141.496,1.07726,9.50324,ransac,VERTICAL_WIRE,24.2563
661,1,2351.41,367.734,138.379,0.621387,4.77067,algebraic,CIRCLE,36.425
662,1,2470.83,1710.68,135.841,1.06685,4.14961,algebraic,ELLIPSE,36.4946
663,1,3502.88,1820.74,138.181,1.93863,4.74467,algebraic,ELLIPSE,24.0911
664,1,1167.09,1800.6,138.625,0.32195,4.68849,algebraic,CIRCLE,34.4849
665,1,2528.09,1948.6,138.625,0.32195,4.68851,algebraic,NONE,30.8684
666,0,-1,-1,-1,-1,-1,none,ELLIPSE,37.295
667,1,1262.09,599.6,138.625,0.32195,4.68855,algebraic,CIRCLE,21.697
668,1,2573.83,1590.18,134.936,1.63065,9.1831,algebraic,VERTICAL_WIRE,21.9792
669,1,2353.09,190.6,138.625,0.32195,4.68855,algebraic,CIRCLE,35.3384
670,1,585.091,910.6,138.625,0.32195,4.68856,algebraic,NONE,69.9438
671,1,3230.09,750.6,138.625,0.32195,4.68857,algebraic,ELLIPSE,26.7347
672,1,1101.41,1273.44,136.321,0.830386,7.4638,algebraic,VERTICAL_WIRE,24.3782
673,1,1017.09,1591.6,138.625,0.32195,4.6885,algebraic,SQUARE,33.3434
674,1,643.86,1008.22,136.32,1.92982,4.49856,algebraic,VERTICAL_WIRE,21.5275
675,1,2828.75,810.425,136.415,0.69018,7.5302,algebraic,ELLIPSE,34.1373
676,1,2399.54,1208.34,134.652,1.06935,6.40187,algebraic,VERTICAL_WIRE,38.6261
677,1,3090.84,894.762,136.954,0.930427,6.86113,algebraic,VERTICAL_WIRE,28.0842
678,1,247.091,567.6,138.625,0.32195,4.68856,algebraic,CIRCLE,40.178
679,1,986.881,1063.91,138.432,0.920896,5.03279,algebraic,SQUARE,33.6214
680,1,1776.68,1464.77,135.612,1.28179,4.62563,algebraic,VERTICAL_WIRE,22.1481
681,1,2435.09,423.6,138.625,0.32195,4.68857,algebraic,CIRCLE,34.4861
682,1,1746.09,557.6,138.625,0.32195,4.68855,algebraic,CIRCLE,33.4034
683,1,591.091,1833.6,138.625,0.32195,4.6885,algebraic,NONE,38.3648
684,1,1640.74,1051.65,138.187,1.20802,4.65675,algebraic,SQUARE,35.9576
685,1,1100.1,1081.09,136.916,0.961204,6.41875,ransac,SQUARE,37.5636
686,1,1129.27,1682.75,138.406,0.408573,4.80909,algebraic,ELLIPSE,31.2851
687,1,3072.2,899.128,136.245,0.628729,7.35051,algebraic,VERTICAL_WIRE,29.3061
688,1,3067.09,1737.6,138.625,0.32195,4.68851,algebraic,NONE,21.927
689,1,2553.57,599.145,135.102,1.54764,0.456585,algebraic,VERTICAL_WIRE,22.1721
690,1,3173.89,1003.54,138.052,0.721891,4.54027,algebraic,SQUARE,37.1085
691,1,3011.09,586.6,138.625,0.32195,4.68857,algebraic,NONE,37.2158
692,1,1231.09,1598.6,138.625,0.32195,4.68849,algebraic,NONE,28.3745
693,1,860.074,882.56,137.385,1.16772,3.5607,algebraic,VERTICAL_WIRE,38.8627
694,1,1768.94,1071.41,136.364,0.447087,7.48715,algebraic,VERTICAL_WIRE,36.8864
695,1,3620.09,1581.6,138.625,0.32195,4.68851,algebraic,NONE,32.0865
696,1,2067.09,1494.6,138.625,0.32195,4.68851,algebraic,SQUARE,28.7607
697,1,1241.58,1819.55,138.203,0.435787,4.7671,algebraic,ELLIPSE,28.4792
698,1,2801.09,1719.6,138.625,0.32195,4.68851,algebraic,NONE,26.8247
699,1,2359.32,1435.76,136.111,1.33526,5.29391,algebraic,ELLIPSE,38.7433
700,1,2356.2,1232.65,137.775,0.714032,4.64939,algebraic,ELLIPSE,41.5875
701,1,1387.09,1569.6,138.625,0.32195,4.68849,algebraic,NONE,35.8405
702,1,3658.56,1512.01,135.605,0.840678,5.62413,algebraic,ELLIPSE,31.675
703,1,3474.09,1400.6,138.625,0.32195,4.68851,algebraic,NONE,36.6498
704,1,3040.95,545.124,137.433,0.313172,6.21362,algebraic,ELLIPSE,42.784
705,1,2334.67,450.775,138.389,0.87837,4.95602,algebraic,SQUARE,40.3472
706,1,2320.09,236.6,138.625,0.32195,4.68855,algebraic,SQUARE,22.5229
707,1,2373.09,543.6,138.625,0.32195,4.68857,algebraic,NONE,34.7145
708,1,1262.69,391.76,138.343,0.966352,4.93781,algebraic,SQUARE,23.6863
709,1,1110.57,433.743,138.235,0.741437,4.95504,algebraic,CIRCLE,38.7416
710,1,2241.09,911.6,138.625,0.32195,4.68857,algebraic,SQUARE,23.1115
711,1,2016.09,1751.6,138.625,0.32195,4.68849,algebraic,NONE,23.2445
712,1,1752.55,1442.42,138.373,1.11432,4.44723,algebraic,SQUARE,22.2179
713,1,726.091,1784.6,138.625,0.32195,4.6885,algebraic,SQUARE,27.7492
714,1,930.091,240.6,138.625,0.32195,4.68854,algebraic,ELLIPSE,38.8559
715,1,754.327,1908.42,135.389,1.32431,5.53258,algebraic,VERTICAL_WIRE,35.2414
716,1,198.091,876.6,138.625,0.32195,4.68856,algebraic,CIRCLE,27.8361
717,1,895.091,1433.6,138.625,0.32195,4.6885,algebraic,CIRCLE,21.973
718,1,753.091,862.6,138.625,0.32195,4.68856,algebraic,SQUARE,32.2667
719,1,1120.27,224.739,137.296,0.914461,3.74844,algebraic,ELLIPSE,29.0096
720,1,3617.66,1572.01,138.207,0.87358,5.01795,algebraic,SQUARE,30.8325
721,0,-1,-1,-1,-1,-1,none,CIRCLE,23.5143
722,1,2458.09,721.6,138.625,0.32195,4.68857,algebraic,ELLIPSE,29.0816
723,1,2944.93,1483.59,138.717,0.325854,4.70824,algebraic,CIRCLE,29.4818
724,1,3343.72,1547.99,135.983,1.55793,8.09478,algebraic,VERTICAL_WIRE,42.5783
725,1,3065.09,1871.6,138.625,0.32195,4.68851,algebraic,SQUARE,41.0181
726,1,754.343,357.847,136.885,0.843679,6.87821,algebraic,VERTICAL_WIRE,24.7321
727,1,3443.09,1142.6,138.625,0.32195,4.68851,algebraic,CIRCLE,23.7392
728,1,260.091,581.6,138.625,0.32195,4.68856,algebraic,NONE,28.442
729,1,1318.09,1462.6,138.625,0.32195,4.68849,algebraic,SQUARE,40.7188
730,1,2749.46,978.194,135.543,0.783193,8.33742,algebraic,VERTICAL_WIRE,37.178
731,1,3218.09,833.6,138.625,0.32195,4.68857,algebraic,NONE,28.6531
732,1,686.687,1391.47,136.051,0.99429,1.50064,algebraic,ELLIPSE,31.513
733,1,1518.02,1183.62,137.815,0.839896,5.02989,algebraic,VERTICAL_WIRE,39.185
734,1,3500.48,1133.68,138.421,0.852123,4.70569,algebraic,SQUARE,23.7821
735,0,-1,-1,-1,-1,-1,none,ELLIPSE,34.3469
736,0,-1,-1,-1,-1,-1,none,CIRCLE,26.1263
737,1,1316.15,1640.65,137.807,0.484647,5.00806,algebraic,ELLIPSE,30.0318
738,1,748.091,1490.6,138.625,0.32195,4.6885,algebraic,NONE,26.1576
739,1,2605.4,596.72,138.451,0.733077,4.75811,algebraic,SQUARE,33.7268
740,1,1865.09,361.6,138.625,0.32195,4.68855,algebraic,NONE,30.2403
741,1,1885.4,327.326,137.033,1.23086,3.35024,algebraic,ELLIPSE,36.8911
742,1,720.629,657.505,138.33,1.37375,4.52026,algebraic,ELLIPSE,36.3407
743,1,3333.09,1808.6,138.625,0.32195,4.68851,algebraic,CIRCLE,32.7963
744,1,1483.09,1571.6,138.625,0.32195,4.68849,algebraic,NONE,21.7934
745,1,189.091,1949.6,138.625,0.32195,4.6885,algebraic,SQUARE,38.1057
746,1,3492.09,1034.6,138.625,0.32195,4.68851,algebraic,CIRCLE,24.6171
747,1,3408.42,883.612,138.068,0.46207,4.87455,algebraic,CIRCLE,36.8839
748,0,-1,-1,-1,-1,-1,none,CIRCLE,25.5348
749,1,789.091,1694.6,138.625,0.32195,4.6885,algebraic,SQUARE,24.646
750,1,2012.09,1525.6,138.625,0.32195,4.68849,algebraic,ELLIPSE,23.2938
751,1,1724.09,1949.6,138.625,0.32195,4.68849,algebraic,NONE,23.6789
752,1,965.121,1059.52,138.553,0.358286,4.60101,algebraic,VERTICAL_WIRE,52.0179
753,1,1135.09,1290.6,138.625,0.32195,4.68849,algebraic,SQUARE,29.1841
754,1,2744.09,1118.6,138.625,0.32195,4.68851,algebraic,NONE,27.3816
755,1,811.009,1129.74,137.902,0.730076,4.74183,algebraic,ELLIPSE,39.8085
756,1,3425.09,343.6,138.625,0.32195,4.68857,algebraic,NONE,26.8207
757,1,3180.72,215.285,139.577,0.446361,4.85574,ransac,ELLIPSE,36.6916
758,1,2162.09,390.6,138.625,0.32195,4.68857,algebraic,NONE,24.3952
759,1,775.268,1023.49,134.774,1.67472,9.64657,algebraic,VERTICAL_WIRE,35.8635
760,1,1505.87,481.889,136.002,1.09577,4.25706,algebraic,ELLIPSE,38.3621
761,0,-1,-1,-1,-1,-1,none,CIRCLE,37.1577
762,1,345.488,1490.52,137.83,0.713936,5.54113,algebraic,VERTICAL_WIRE,32.8197
763,1,772.597,316.851,137.37,0.395065,5.86448,algebraic,ELLIPSE,31.0484
764,1,1717.28,638.491,134.3,1.19234,7.92744,algebraic,VERTICAL_WIRE,39.4261
765,1,274.134,1610.61,135.93,0.943588,7.8345,algebraic,VERTICAL_WIRE,38.4146
766,1,2098.36,1200.64,138.471,0.549321,4.68205,algebraic,ELLIPSE,24.8022
767,1,2849.25,1340.3,137.331,0.583131,6.3393,algebraic,VERTICAL_WIRE,32.1973
768,1,1983.09,1590.6,138.625,0.32195,4.68849,algebraic,NONE,36.8287
769,1,719.343,1724.58,137.948,0.401984,4.8746,algebraic,CIRCLE,37.4569
770,1,2506.74,500.642,138.189,1.47841,4.64885,algebraic,SQUARE,28.8069
771,1,2118.01,877.614,133.023,1.03089,4.00891,algebraic,VERTICAL_WIRE,33.0505
772,0,-1,-1,-1,-1,-1,none,CIRCLE,38.2843
773,0,-1,-1,-1,-1,-1,none,ELLIPSE,37.5894
774,1,3489.57,1320.8,136.072,1.20856,7.80864,algebraic,ELLIPSE,30.4682
775,1,2795.81,1006.17,131.881,1.21747,12.3706,algebraic,VERTICAL_WIRE,35.3754
776,1,1926.63,1250.96,137.277,0.890552,3.26497,algebraic,VERTICAL_WIRE,24.6542
777,1,2623.09,662.6,138.625,0.32195,4.68857,algebraic,NONE,57.0538
778,1,2149.6,961.738,137.11,1.23914,4.44267,algebraic,VERTICAL_WIRE,42.9937
779,1,3469.09,1890.6,138.625,0.32195,4.68851,algebraic,CIRCLE,43.6208
780,1,1764.09,366.6,138.625,0.32195,4.68855,algebraic,SQUARE,44.4157
781,1,2108.85,533.57,138.431,0.417522,4.71234,algebraic,CIRCLE,38.1526
782,1,2101.09,1434.6,138.625,0.32195,4.68851,algebraic,NONE,27.0887
783,1,1380.5,1264.5,140.116,0.660274,5.14782,ransac,VERTICAL_WIRE,21.6151
784,1,2714.96,1862.63,138.534,0.442189,4.74867,algebraic,ELLIPSE,21.4559
785,0,-1,-1,-1,-1,-1,none,CIRCLE,27.8304
786,1,2210.9,1942.61,138.507,0.456697,4.73602,algebraic,CIRCLE,32.3369
787,1,3121.29,1684.6,138.452,0.410886,4.65313,algebraic,ELLIPSE,25.206
788,1,1693.09,929.6,138.625,0.32195,4.68855,algebraic,NONE,33.4687
789,1,447.695,674.702,137.518,0.837488,5.23689,algebraic,ELLIPSE,27.8092
790,1,3245.09,1669.6,138.625,0.32195,4.68851,algebraic,NONE,39.5218
791,1,1102.09,1583.6,138.625,0.32195,4.68849,algebraic,NONE,37.7442
792,1,2680.09,528.6,138.625,0.32195,4.68857,algebraic,SQUARE,37.2321
793,1,3443.84,461.414,138.124,1.23223,4.41679,algebraic,SQUARE,33.5201
794,1,1837.55,1793.69,137.652,0.601579,5.70878,algebraic,VERTICAL_WIRE,31.7983
795,1,339.586,1141.78,138.256,0.732975,4.79914,algebraic,CIRCLE,21.863
796,1,1372.09,728.6,138.625,0.32195,4.68855,algebraic,NONE,36.0897
797,1,527.421,1647.75,138.115,0.679093,5.00968,algebraic,CIRCLE,37.1703
798,1,1475.92,1450.5,137.993,0.561629,4.50172,algebraic,ELLIPSE,32.2492
799,1,853.272,736.58,138.003,0.737354,4.89475,algebraic,ELLIPSE,30.7306
800,1,2139.09,1550.6,138.625,0.32195,4.68851,algebraic,NONE,29.3392
801,1,1989.91,1655.95,138.326,0.366236,5.06375,algebraic,ELLIPSE,21.8298
802,1,2032.48,1402.58,138.414,0.985657,4.61016,algebraic,ELLIPSE,62.7626
803,1,2527.35,894.192,138.099,1.02168,4.50434,algebraic,SQUARE,36.0422
804,1,860.091,611.6,138.625,0.32195,4.68856,algebraic,SQUARE,37.9103
805,1,1060.09,1917.6,138.625,0.32195,4.68849,algebraic,CIRCLE,22.1907
806,1,2306.45,1252.9,138.179,1.05335,5.13332,algebraic,SQUARE,25.458
807,1,527.091,1259.6,138.625,0.32195,4.6885,algebraic,CIRCLE,33.9962
808,1,3211.09,701.6,138.625,0.32195,4.68857,algebraic,ELLIPSE,21.8097
809,1,2301.55,1842.31,131.61,0.855045,10.3584,algebraic,ELLIPSE,36.7136
810,1,1633.09,1252.6,138.625,0.32195,4.68849,algebraic,NONE,36.3647
811,1,2411.09,1427.6,138.625,0.32195,4.68851,algebraic,CIRCLE,36.192
812,1,2261.29,497.886,137.128,0.836039,5.58828,algebraic,VERTICAL_WIRE,37.04
813,1,2676.09,271.6,138.625,0.32195,4.68857,algebraic,CIRCLE,37.8572
814,1,795.622,1796.52,138.191,0.364583,4.72683,algebraic,CIRCLE,38.2992
815,1,2264.09,313.6,138.625,0.32195,4.68857,algebraic,NONE,36.8973
816,1,1525.41,774.632,137.101,0.402032,5.30916,algebraic,CIRCLE,35.0307
817,1,525.091,1056.6,138.625,0.32195,4.6885,algebraic,NONE,35.6247
818,1,1966.09,1792.6,138.625,0.32195,4.68849,algebraic,NONE,25.6234
819,1,2328.19,977.18,133.663,0.753452,8.55593,ransac,VERTICAL_WIRE,33.4523
820,1,1821.09,1416.6,138.625,0.32195,4.68849,algebraic,NONE,30.7754
821,1,1998.09,736.6,138.625,0.32195,4.68855,algebraic,SQUARE,23.1048
822,1,2254.26,1404.45,140.92,0.794344,6.50282,ransac,VERTICAL_WIRE,30.9021
823,1,2904.09,959.6,138.625,0.32195,4.68857,algebraic,SQUARE,37.0285
824,1,192.091,1302.6,138.625,0.32195,4.6885,algebraic,NONE,25.7073
825,0,-1,-1,-1,-1,-1,none,CIRCLE,25.004
826,1,466.674,422.524,138.35,1.08701,4.71395,algebraic,ELLIPSE,37.0459
827,1,278.171,1613.94,137.615,0.911675,3.0584,ransac,VERTICAL_WIRE,38.0343
828,1,1148.26,298.46,137.688,0.619122,4.46797,algebraic,ELLIPSE,34.0607
829,1,2288.76,216.468,138.78,0.341172,4.63575,algebraic,ELLIPSE,35.7683
830,1,1579.22,1507.86,137.891,0.799939,5.17507,algebraic,ELLIPSE,24.0463
831,1,3559.61,693.914,137.209,0.790334,4.58392,algebraic,VERTICAL_WIRE,23.8513
832,1,1086.78,1714.65,138.394,0.536818,4.80665,algebraic,ELLIPSE,22.3746
833,1,772.091,1844.6,138.625,0.32195,4.6885,algebraic,NONE,23.7054
834,1,369.091,1616.6,138.625,0.32195,4.6885,algebraic,SQUARE,29.3278
835,1,261.091,1598.6,138.625,0.32195,4.6885,algebraic,NONE,25.2272
836,1,2140.09,869.6,138.625,0.32195,4.68857,algebraic,CIRCLE,38.8325
837,1,2372.09,1054.6,138.625,0.32195,4.68851,algebraic,SQUARE,37.9668
838,1,1188.09,971.6,138.625,0.32195,4.68855,algebraic,NONE,31.4578
839,1,1297.75,1798.59,138.443,0.750318,4.75701,algebraic,ELLIPSE,34.5386
840,1,2823.9,1499.62,138.51,0.449061,4.74728,algebraic,CIRCLE,27.5088
841,1,2255.89,377.582,132.858,1.28961,11.0303,algebraic,VERTICAL_WIRE,29.6354
842,1,2472.09,268.6,138.625,0.32195,4.68857,algebraic,NONE,37.8196
843,1,2118.96,613.793,135.7,0.617978,5.54051,algebraic,VERTICAL_WIRE,25.3367
844,1,1415.09,330.6,138.625,0.32195,4.68855,algebraic,SQUARE,40.7289
845,1,1930.09,1859.6,138.625,0.32195,4.68849,algebraic,NONE,23.9287
846,1,2148.09,1947.6,138.625,0.32195,4.68851,algebraic,ELLIPSE,30.9806
847,1,3526.09,1204.6,138.625,0.32195,4.68851,algebraic,SQUARE,37.0342
848,1,421.991,1949.65,136.841,1.67185,2.65004,algebraic,VERTICAL_WIRE,33.0823
849,1,2213.09,1118.6,138.625,0.32195,4.68851,algebraic,NONE,24.9211
850,0,-1,-1,-1,-1,-1,none,CIRCLE,37.1894
851,1,2455.14,1083.66,137.918,0.660707,5.01246,algebraic,CIRCLE,32.7974
852,1,1089.49,1561.24,138.158,0.517454,4.27285,algebraic,ELLIPSE,37.5701
853,1,536.091,1259.6,138.625,0.32195,4.6885,algebraic,NONE,36.5683
854,1,1255.46,211.674,138.432,0.893603,4.70538,algebraic,SQUARE,30.2459
855,1,514.091,1588.6,138.625,0.32195,4.6885,algebraic,SQUARE,22.8588
856,1,651.262,1485.25,136.654,0.77156,5.39807,algebraic,VERTICAL_WIRE,25.0058
857,1,2690.09,1963.6,138.625,0.32195,4.68851,algebraic,SQUARE,32.8614
858,1,1848.09,1784.6,138.625,0.32195,4.68849,algebraic,SQUARE,27.555
859,1,2018.96,1126.63,138.54,0.396756,4.7418,algebraic,SQUARE,24.7036
860,0,-1,-1,-1,-1,-1,none,CIRCLE,32.7707
861,1,868.091,229.6,138.625,0.32195,4.68854,algebraic,SQUARE,37.8184
862,1,449.3,347.909,137.341,0.698115,3.92101,algebraic,VERTICAL_WIRE,38.1305
863,1,2903.09,1740.6,138.625,0.32195,4.68851,algebraic,NONE,26.6199
864,1,1773.82,997.015,138.356,0.616421,5.15326,algebraic,ELLIPSE,37.0856
865,1,3584.09,1824.6,138.625,0.32195,4.68851,algebraic,NONE,32.8775
866,1,1989.58,534.138,137.371,0.894463,4.17853,algebraic,ELLIPSE,22.0188
867,1,3597.09,336.6,138.625,0.32195,4.68857,algebraic,NONE,29.9586
868,0,-1,-1,-1,-1,-1,none,ELLIPSE,37.1499
869,1,3572.09,1877.6,138.625,0.32195,4.68851,algebraic,SQUARE,42.4995
870,1,472.091,567.6,138.625,0.32195,4.68856,algebraic,SQUARE,23.6987
871,1,3194.09,1612.6,138.625,0.32195,4.68851,algebraic,NONE,23.6677
872,1,2605.76,601.766,138.367,0.637966,4.92472,algebraic,CIRCLE,22.2668
873,1,2863.44,496.827,138.245,1.61897,5.07227,algebraic,ELLIPSE,37.4679
874,1,2878.76,1147.71,138.447,0.69928,4.86664,algebraic,SQUARE,22.6692
875,1,2137.09,450.6,138.625,0.32195,4.68857,algebraic,SQUARE,28.7105
876,0,-1,-1,-1,-1,-1,none,ELLIPSE,39.5168
877,1,3133.82,637.556,138.478,0.742793,4.70538,algebraic,SQUARE,34.7972
878,1,2199,609,141.873,0.538032,3.60555,ransac,VERTICAL_WIRE,32.0108
879,1,1686.87,339.733,138.473,0.533887,4.86663,algebraic,ELLIPSE,29.3319
880,1,3083.15,1957.2,135.551,1.81171,6.55982,algebraic,VERTICAL_WIRE,26.8616
881,1,374.157,1611.42,135.14,0.997145,8.41747,algebraic,VERTICAL_WIRE,34.8864
882,1,1754.09,1651.6,138.625,0.32195,4.68849,algebraic,CIRCLE,40.2183
883,1,1140.97,1101.45,137.715,0.612902,4.89544,algebraic,CIRCLE,32.6279
884,1,1174.06,1030.43,137.095,0.994831,4.55821,algebraic,ELLIPSE,29.6417
885,1,2954.09,1866.6,138.625,0.32195,4.68851,algebraic,SQUARE,21.995
886,1,1728.36,1958.85,137.996,0.803523,5.12579,algebraic,VERTICAL_WIRE,32.6329
887,1,3250.09,1434.6,138.625,0.32195,4.68851,algebraic,ELLIPSE,30.7605
888,1,2703.09,1969.6,138.625,0.32195,4.68851,algebraic,SQUARE,23.6174
889,1,3405.09,1588.6,138.625,0.32195,4.68851,algebraic,SQUARE,22.7555
890,1,1602.87,1269.2,135.709,1.00064,1.20362,algebraic,VERTICAL_WIRE,31.1883
891,1,3034.1,706.68,134.529,1.4037,0.33411,algebraic,VERTICAL_WIRE,22.1807
892,1,1251.09,405.6,138.625,0.32195,4.68855,algebraic,NONE,38.8474
893,1,1546.77,1976.44,137.351,1.05709,4.50612,algebraic,VERTICAL_WIRE,22.3292
894,1,2272.09,1148.6,138.625,0.32195,4.68851,algebraic,SQUARE,35.7353
895,0,-1,-1,-1,-1,-1,none,CIRCLE,41.5936
896,1,231.518,706.446,138.342,0.75907,4.47241,algebraic,SQUARE,33.8904
897,1,363.913,461.722,135.659,1.72029,1.30473,algebraic,VERTICAL_WIRE,31.1675
898,1,1298.65,1331.84,138.313,0.733023,5.02093,algebraic,SQUARE,23.7675
899,1,2360.09,620.6,138.625,0.32195,4.68857,algebraic,SQUARE,32.1768
900,1,2195.07,1342.35,137.783,0.760643,4.75492,algebraic,ELLIPSE,34.2786
901,1,849.091,583.6,138.625,0.32195,4.68856,algebraic,SQUARE,27.2019
902,1,1613.09,970.6,138.625,0.32195,4.68855,algebraic,SQUARE,30.8372
903,1,1349.09,1684.6,138.625,0.32195,4.68849,algebraic,SQUARE,23.5991
904,1,2591.74,457.27,132.912,1.22017,9.66538,algebraic,VERTICAL_WIRE,23.7306
905,1,1577.09,1088.6,138.625,0.32195,4.68849,algebraic,NONE,25.2682
906,1,1269.64,1047.69,138.124,0.440769,4.88367,ransac,VERTICAL_WIRE,30.0982
907,1,2442.87,1388.83,138.037,0.612851,4.82778,algebraic,CIRCLE,29.9618
908,1,1172.04,534.568,138.551,0.380257,4.66749,algebraic,CIRCLE,43.9301
909,1,275.758,516.592,137.429,0.338981,5.11058,algebraic,ELLIPSE,26.351
910,1,2134.5,1681.78,138.389,0.915993,4.80171,algebraic,ELLIPSE,24.6115
911,1,1247.09,1614.6,138.625,0.32195,4.68849,algebraic,SQUARE,33.6425
912,1,2586.75,238.538,138.402,0.86994,4.70705,algebraic,SQUARE,26.8027
913,1,1669.09,224.6,138.625,0.32195,4.68853,algebraic,NONE,38.5145
914,1,2127.09,641.6,138.625,0.32195,4.68857,algebraic,NONE,22.5269
915,1,340.462,1935.74,138.368,0.573594,4.77474,algebraic,CIRCLE,32.3133
916,1,3379.55,734.716,136.622,1.16389,5.84113,algebraic,VERTICAL_WIRE,29.3823
917,1,1994.75,1849.65,138.441,0.811536,4.81674,algebraic,SQUARE,23.4244
918,1,1377.62,897.361,136.311,0.459539,7.48991,algebraic,ELLIPSE,22.3818
919,1,1874.09,1487.6,138.625,0.32195,4.68849,algebraic,CIRCLE,40.4566
920,1,1582.86,376.6,137.06,0.411139,4.67937,algebraic,CIRCLE,27.5709
921,1,1351.99,1635.76,136.721,1.16252,4.81931,algebraic,VERTICAL_WIRE,35.2734
922,1,1596.09,1832.6,138.625,0.32195,4.68849,algebraic,CIRCLE,33.2085
923,1,2516.09,1898.6,138.625,0.32195,4.68851,algebraic,SQUARE,22.9517
924,1,2594.09,423.6,138.625,0.32195,4.68857,algebraic,SQUARE,33.3043
925,1,1207.64,739.543,140.651,0.761709,6.29657,ransac,SQUARE,27.8893
926,1,841.091,308.6,138.625,0.32195,4.68856,algebraic,NONE,32.3742
927,1,3644.26,233.37,135.246,1.03473,4.43135,algebraic,VERTICAL_WIRE,22.0128
928,1,1064.09,1061.6,138.625,0.32195,4.68849,algebraic,SQUARE,37.581
929,1,2192.09,1319.6,138.625,0.32195,4.68851,algebraic,SQUARE,42.1462
930,1,192.091,520.6,138.625,0.32195,4.68856,algebraic,NONE,24.2445
931,1,1945.09,1271.6,138.625,0.32195,4.68849,algebraic,NONE,26.0852
932,1,2540.09,189.6,138.625,0.32195,4.68855,algebraic,NONE,21.5634
933,1,1663.09,470.6,138.625,0.32195,4.68855,algebraic,NONE,40.9551
934,1,2001.09,1481.6,138.625,0.32195,4.68849,algebraic,SQUARE,36.3962
935,1,2049.09,865.6,138.625,0.32195,4.68857,algebraic,SQUARE,22.4877
936,1,1778.09,472.6,138.625,0.32195,4.68855,algebraic,SQUARE,34.6345
